SN,lat,lon,lat_SE,lon_SE,starttime,endtime,num_samples,elevation
122,46.662830553330366,-118.22783290124208,1.8527440176599e-07,2.403309296594949e-07,2024-05-20T14:15:51.000000Z,2024-06-28T20:02:54.000000Z,74151,-9999
